1,0,0,0,0,46,54,0,0.505419,-0.013908,0.01269,0,-0.026598
2,0,0,0,0,47,53,0,0.50044,0.240286,0.89712,0,-0.656834
3,0,0,0,0,55,45,0,0.4981,-0.813248,0.209996,0,-1.023243
4,0,0,0,0,53,47,0,0.49856,-1.413338,-1.373145,0,-0.040193
5,0,0,0,0,49,51,0,0.50028,-0.562316,-0.771726,0,0.20941
6,0,0,1,0,4,6,0,0.50042,0.210925,-0.243198,0,0.454123
7,0,0,1,0,5,5,0,0.49922,0.511234,0.156939,0,0.354295
8,0,0,1,0,7,3,0,0.49764,-0.477735,-0.679655,0,0.201921
9,0,0,1,0,6,4,0,0.49988,0.384488,1.458783,0,-1.074296
10,0,0,1,0,3,7,0,0.49978,0.63982,-0.217204,0,0.857024
11,0,0,1,0,4,6,0,0.496661,0.861587,0.354438,0,0.50715
12,0,0,1,0,6,4,0,0.4981,0.705844,-0.388222,0,1.094066
13,0,0,1,0,5,5,0,0.50018,0.142717,-0.144464,0,0.287181
14,0,0,1,0,7,3,0,0.50018,0.110118,0.634576,0,-0.524458
15,0,0,1,0,3,7,0,0.504059,-0.223937,-0.22596,0,0.002022
16,0,0,1,0,5,5,0,0.50202,1.628599,1.572831,0,0.055767
17,0,0,1,0,6,4,0,0.5002,0.319718,-0.019874,0,0.339592
18,0,0,1,0,4,6,0,0.4993,-1.36207,-0.834431,0,-0.527639
19,0,0,1,0,5,5,0,0.50188,0.83099,0.252984,0,0.578007
20,0,0,1,0,5,5,0,0.50012,0.200851,-0.175488,0,0.376339
21,0,0,1,0,8,2,0,0.50174,-1.521055,-1.067788,0,-0.453268
22,0,0,1,0,7,3,0,0.49716,1.788798,0.944963,0,0.843835
23,0,0,1,0,4,6,0,0.49992,0.845641,0.159052,0,0.686589
24,0,0,1,0,4,6,0,0.49738,-1.112252,-0.904984,0,-0.207268
25,0,0,1,0,6,4,0,0.50248,0.055673,0.621074,0,-0.565401
26,0,0,1,0,5,5,0,0.50214,0.358169,0.993265,0,-0.635096
